INCIDENTDATE,INCIDENTHOUR,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTHIERARCHYDESC,OFFENSES,X,Y
2022-09-18,10,"6600 Block Apple Ave Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.903218797417,40.4664603004074
2022-09-18,11,"200 Block Fern St Pittsburgh, PA 15224",Garfield,RUNAWAYS - JUVENILE,029 Missing Juvenile,-79.937387995117,40.4717842316508
2022-09-18,12,"900 Block Freeport Rd Pittsburgh, PA 15238",Lincoln-Lemington-Belmar,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",-79.8923529450752,40.4861185015656
2022-09-19,5,"1100 Block W Carson St Pittsburgh, PA 15219",South Shore,99,9999 9999 - (Misc. Incident): ,-79.9874853592828,40.4287268621767
2022-09-19,12,"1100 Block Bingham St Pittsburgh, PA 15203",South Side Flats,CRIM MISCHIEF,3304 Criminal Mischief.,-79.987382150793,40.4292546297805
2022-09-20,15,"800 Block Concord St Pittsburgh, PA 15212",East Allegheny,RUNAWAYS - JUVENILE,029 Missing Juvenile,-79.9979200918928,40.4576207854593
2022-09-20,10,"1200 Block Western Ave Pittsburgh, PA 15233",Chateau,DRUG INVESTIGATION,9124 Drug Investigation,-80.0219684615574,40.4512177173984
2022-09-20,15,"2600 Block E Carson St Pittsburgh, PA 15203",South Side Flats,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",-79.9682421893291,40.4272789740558
2022-09-16,9,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",Central Oakland,99,9999 9999 - (Misc. Incident): Possible Vehicle Collision; State Non-Reportable,-79.9571772829244,40.4349932684621
2022-09-21,9,"800 Block Pennsylvania Ave Pittsburgh, PA 15233",California-Kirkbride,THEFT,3921 Theft by Unlawful Taking or Disposition.,-80.0153885611041,40.4561055557159
2022-09-05,2,"600 Block 1st Ave Pittsburgh, PA 15219",Central Business District,SIMPLE ASSAULT,2701 Simple Assault.,-79.9960409452176,40.4350395659105
2022-09-15,9,"400 Block 5th Ave Pittsburgh, PA 15219",Central Business District,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9561377219759,40.4431923328703
2022-09-16,20,"Ernie St & Chartiers Ave Pittsburgh, PA 15220",Elliott,CRIM MISCHIEF,3304 Criminal Mischief. / 2707 Propulsion of Missiles ,-80.0400307492235,40.4434574683998
2022-09-17,17,"7000 Block Kelly St Pittsburgh, PA 15208",Homewood South,99,3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),-79.9018146354302,40.4566120579776
2022-09-17,17,"200 Block Fairview Ave Pittsburgh, PA 15220",Elliott,CRIM MISCHIEF,3304 Criminal Mischief.,-80.0365800472934,40.444029551658
2022-09-18,4,"6200 Block Nicholson St Pittsburgh, PA 15217",Squirrel Hill South,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",-79.91959136142,40.4306168391523
2022-09-18,8,"Comer St Pittsburgh, PA 15207",Central Business District,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles. / 1501 Drivers Required to be Licensed.,-79.9351319856513,40.380422045904
2022-09-18,21,"1200 Block E Carson St Pittsburgh, PA 15203",South Side Flats,AGG-ASSAULT,2702 Aggravated Assault. / 3304 Criminal Mischief. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,-79.9862131966527,40.4285828598749
2022-09-19,13,"1100 Block Federal Ext N Pittsburgh, PA 15212",Allegheny Center,FOUND PROPERTY,9489 Found Property,,
2022-09-13,15,"Grant St & 5th Ave Pittsburgh, PA 15219",Central Business District,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 3303 Overtaking Vehicle on the Left. / 3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3112 Traffic-Control Signals.,-79.996811385661,40.4393950698685
2022-09-21,15,"2800 Block Wylie Ave Pittsburgh, PA 15219",Middle Hill,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor,-79.9675005179374,40.4498724101858
2022-09-17,19,"800 Block Bell St Pittsburgh, PA 15205",East Carnegie,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503 Disorderly Conduct.",-80.0761031346941,40.4160751608032
2022-09-18,23,"6400 Block Frankstown Ave Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,,
2022-09-23,10,"5300 Block Butler St Pittsburgh, PA 15201",Upper Lawrenceville,99,9999 9999 - (Misc. Incident): Suspicious Incident.,-79.9522872100965,40.4821389486867
2022-09-23,12,"2300 Block Fremont Pl Pittsburgh, PA 15216",Beechview,99,9994 PFA Service,-80.0309766303975,40.4023239972252
2022-09-23,23,"900 Block Phineas St Pittsburgh, PA 15212",Troy Hill,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9946402423068,40.4554277701071
2022-09-23,8,"7th Ave & Smithfield St Pittsburgh, PA 15219",Central Business District,AIDED CASE,9497 Aided Case,-79.9968440263859,40.4428382047841
2022-09-23,9,"1700 Block Bentley Dr Pittsburgh, PA 15219",West Oakland,99,3503(b.1)(1)(iii) Criminal Trespass/Simple Trespasser - Defacing or Damaging the Premises,,
2022-09-24,7,"5300 Block N Aiken Ct Pittsburgh, PA 15206",Stanton Heights,99,9999 9999 - (Misc. Incident): Runaway Adult,,
2022-09-24,21,"6200 Block Broad St Pittsburgh, PA 15206",East Liberty,99,9999 9999 - (Misc. Incident): ,-79.9220514004315,40.4616553224018
2022-09-25,2,"80 Block Martera Pl Pittsburgh, PA 15205",Crafton Heights,MENTAL 201/302,9498 302 (Mental),-80.0547385261245,40.4447665722805
2022-09-24,23,"200 Block 51st St Pittsburgh, PA 15201",Lower Lawrenceville,99,9998 Overdose Other,-79.9975709203564,40.3923886819851
2022-09-16,17,"Market  Sq Pittsburgh, PA 15222",Central Business District,DISORDERLY CONDUCT,5503 Disorderly Conduct.,-80.0028549265572,40.4409386637364
2022-09-16,12,"21st St & Liberty Ave Pittsburgh, PA 15222",Strip District,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,-79.9824606265727,40.4511355923301
2022-09-16,15,"Wood St & Oliver Ave Pittsburgh, PA 15222",Central Business District,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9999192980735,40.4414562251056
2022-09-16,17,"Market  Sq Pittsburgh, PA 15222",Central Business District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0028549265572,40.4409386637364
2022-09-17,1,"1500 Block E Carson St Pittsburgh, PA 15203",South Side Flats,DISORDERLY CONDUCT,5503 Disorderly Conduct.,-79.9833100173741,40.4286928036566
2022-09-18,13,"Perrysville Ave & Watson Blvd Pittsburgh, PA 15214",Perry North,LURING CHILD INTO MOTOR VEHICLE,2910 Luring a Child into a Motor Vehicle.,-80.0136507746972,40.4842442774426
2022-09-10,22,"600 Block 1st Ave Pittsburgh, PA 15219",Brighton Heights,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness,-79.9960409452176,40.4350395659105
2022-09-21,19,"900 Block N Highland Ave Pittsburgh, PA 15206",Highland Park,DUI - GENERAL IMPAIRMENT,1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,-79.9199753257348,40.4712503525642
2022-09-16,4,"600 Block S Millvale Ave Pittsburgh, PA 15224",Bloomfield,99,9999 9999 - (Misc. Incident): ,-79.9471234371049,40.4587351829053
2022-09-16,16,"2000 Block Centre Ave Pittsburgh, PA 15219",Crawford-Roberts,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,-79.9799824053927,40.4435889103074
2022-09-18,10,"1200 Block Superior Ave Pittsburgh, PA 15212",Marshall-Shadeland,CRIM MISCHIEF,3304 Criminal Mischief.,-80.0272693268493,40.4686608389274
2022-09-19,19,"200 Block Fern St Pittsburgh, PA 15224",Garfield,RUNAWAYS - JUVENILE,029 Missing Juvenile,-79.937387995117,40.4717842316508
2022-09-19,20,"900 Block Berkshire Ave Pittsburgh, PA 15226",Brookline,MENTAL 201/302,9498 302 (Mental),-80.019919981023,40.3922401139267
2022-09-19,23,"Washington Blvd & Negley Run Blvd Pittsburgh, PA 15206",Highland Park,DUI - GENERAL IMPAIRMENT,3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment / 3744 Duty to Give Information and Render Aid,-79.9086299300822,40.4702788215239
2022-09-20,19,"2100 Block Penn Ave Pittsburgh, PA 15222",Strip District,HARRASSMENT,2709(a) Harassment.,-79.9827872705757,40.4516380910831
2022-09-22,16,"7600 Block Penn Ave Pittsburgh, PA 15221",Point Breeze North,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.8951355743265,40.4471228791488
2022-09-14,17,"10 Block Pride St Pittsburgh, PA 15219",Bluff,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,,
2022-09-14,15,"French St & Garrison Pl Pittsburgh, PA 15222",Central Business District,99,3736 Reckless Driving / 3714 Careless Driving,-79.9976359225423,40.4445197628983
2022-09-18,10,"500 Block N Murtland St Pittsburgh, PA 15208",Homewood South,HARRASSMENT,2709(a) Harassment.,-79.9083052061421,40.4469959520151
2022-09-18,18,"West End Bridge & 379 Interstate Pittsburgh, PA 15212",West End,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,,
2022-09-16,12,"Watson St & Moultrie St Pittsburgh, PA 15219",Bluff,99,9999 9999 - (Misc. Incident): ,-79.9744726345944,40.4376110807065
2022-09-21,12,"1600 Block Leolyn St Pittsburgh, PA 15210",Carrick,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",,
2022-09-17,15,"400 Block S 27th St Pittsburgh, PA 15203",South Side Flats,TERRORISTIC THREATS,2706 Terroristic Threats.,,
2022-09-25,2,"E Carson St & S 10th Trwy Pittsburgh, PA 15203",South Side Flats,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,-79.9885762778787,40.4287104703372
2022-09-15,15,"1000 Block Brushton Ave Pittsburgh, PA 15221",Homewood North,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.887729584877,40.4565467004881
2022-09-25,8,"2100 Block Lowrie St Pittsburgh, PA 15212",Troy Hill,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5121 Escape. / 100 Fugitive",-79.9788497781225,40.4692653644444
2022-09-25,9,"5th Ave & Vine St Pittsburgh, PA 15219",Bluff,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-79.9840893168764,40.4385060539463
2022-09-25,10,"100 Block Alluvian St Pittsburgh, PA 15207",Hazelwood,MENTAL 201/302,9498 302 (Mental),,
2022-09-24,14,"800 Block Liberty Ave Pittsburgh, PA 15222",Central Business District,SIMPLE ASSAULT,2701 Simple Assault.,-79.9989191960258,40.4426863590683
2022-09-22,6,"1500 Block 5th Ave Pittsburgh, PA 15219",Crawford-Roberts,99,9998 Overdose Other,-79.9850250905646,40.438539598023
2022-09-22,16,"Howard St & E North Ave Pittsburgh, PA 15212",Fineview,CRIM MISCHIEF,3304 Criminal Mischief.,-79.999235704478,40.4568471719597
2022-09-22,17,"700 Block Grant St Pittsburgh, PA 15219",Central Business District,99,9999 9999 - (Misc. Incident): ,-79.9945318961147,40.4422741604836
2022-09-15,11,"4400 Block Cessna Way Pittsburgh, PA 15201",Central Lawrenceville,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,,
2022-09-15,16,"Market Square Pittsburgh, PA 15222",Central Business District,FOUND PROPERTY,9489 Found Property,-80.0025648238862,40.4407022403296
2022-09-17,16,"Roethlein Way & Welser Way Pittsburgh, PA 15212",Spring Garden,99,9999 9999 - (Misc. Incident): ,-79.9924829500218,40.4596020568516
2022-09-22,20,"Steuben St & Whitewood Dr Pittsburgh, PA 15220",Crafton Heights,99,9999 9999 - (Misc. Incident): Non-Reportable Accident,-80.0496283259138,40.4420765161309
2022-09-22,20,"20 Block Cedricton St Pittsburgh, PA 15210",Carrick,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-79.9919161125125,40.4051610527671
2022-09-24,11,"2700 Block Ellis St Pittsburgh, PA 15214",Perry South,RUNAWAYS - JUVENILE,029 Missing Juvenile,-80.0111654880338,40.4725875172274
2022-09-20,13,"2900 Block Stafford St Pittsburgh, PA 15204",Sheraden,99,9994 PFA Service,-80.0504727005128,40.4567405354119
2022-09-15,12,"600 Block 1st Ave Pittsburgh, PA 15219",Fairywood,THEFT BY DECEPTION,3922 Theft by Deception.,-79.9960409452176,40.4350395659105
2022-09-20,16,"5100 Block Glenwood Ave Pittsburgh, PA 15207",Hazelwood,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9399348693142,40.4076374361116
2022-09-21,12,"6300 Block Jackson St Pittsburgh, PA 15206",Highland Park,99,9999 9999 - (Misc. Incident): ,-79.9159668152987,40.4702096207484
2022-09-21,14,"100 Block S 12th St Pittsburgh, PA 15203",South Side Flats,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9865036263491,40.4274450786451
2022-09-25,16,"3000 Block Cordell Pl Pittsburgh, PA 15210",Arlington Heights,TERRORISTIC THREATS,2706 Terroristic Threats.,,
2022-09-25,17,"6300 Block Douglas St Pittsburgh, PA 15217",Squirrel Hill South,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9185112745671,40.4335284567254
2022-09-25,23,"1300 Block E Carson St Pittsburgh, PA 15203",South Side Flats,CRIM MISCHIEF,3304 Criminal Mischief. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,-79.9851784256069,40.4286149368858
2022-09-17,15,"1900 Block Penn Ave Pittsburgh, PA 15222",Strip District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,-79.9845521813803,40.450731454377
2022-09-22,11,"2500 Block Allequippa St Pittsburgh, PA 15213",West Oakland,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9677137370743,40.4411261144326
2022-09-26,4,"300 Block Shaler St Pittsburgh, PA 15211",Duquesne Heights,THEFT FROM AUTO,3934 Theft from Vehicle,-80.025273101663,40.438013862532
2022-09-26,11,"600 Block 1st Ave Pittsburgh, PA 15219",Central Business District,99,9999 9999 - (Misc. Incident): ,-79.9960409452176,40.4350395659105
2022-09-19,12,"Lock  Way Pittsburgh, PA 15206",East Liberty,FOUND PROPERTY,9489 Found Property,-79.9256464562696,40.4604805907795
2022-09-18,20,"800 Block Chartiers Ave Pittsburgh, PA 15220",Elliott,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,-80.0390413458052,40.4425953557746
2022-09-21,10,"3700 Block Atkins St Pittsburgh, PA 15212",Brighton Heights,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,,
2022-09-23,15,"Youghiogheny St & Wind Gap Ave Pittsburgh, PA 15204",Chartiers City,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,-80.0758910605279,40.4618420530563
2022-09-25,19,"Zephyr Ave & Sherwood Ave Pittsburgh, PA 15204",Sheraden,AIDED CASE,9497 Aided Case,-80.0529254505929,40.4557514714224
2022-09-25,0,"300 Block North Shore Dr Pittsburgh, PA 15212",North Shore,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",-80.0096363483307,40.4549103553127
2022-09-26,1,"7700 Block Penn Ave Pittsburgh, PA 15221",Point Breeze North,ROBBERY,3701 Robbery.,-79.893871347431,40.4463971633631
2022-09-17,8,"5500 Block Centre Ave Pittsburgh, PA 15232",Shadyside,HARRASSMENT,2709(a) Harassment.,-79.9364516460773,40.4565706706801
2022-09-18,3,"Sterling St & Mission St Pittsburgh, PA 15203",South Side Slopes,SIMPLE ASSAULT,2701 Simple Assault.,-79.9738504198294,40.4232051718438
2022-09-22,16,"2400 Block Baldwick Rd Pittsburgh, PA 15205",Oakwood,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-80.0589687565031,40.4268626738205
2022-09-22,23,"North Shore Dr & Tony Dorsett Dr Pittsburgh, PA 15212",North Shore,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,-80.0098923153773,40.4461740283031
2022-09-22,23,"600 Block Chauncey St Pittsburgh, PA 15219",Middle Hill,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503 Criminal Trespass,-79.973342469717,40.4474441783156
2022-09-23,1,"S 15th St & E Carson St Pittsburgh, PA 15203",South Side Flats,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,-79.9834282365531,40.4288231401583
2022-09-22,16,"600 Block 1st Ave Pittsburgh, PA 15219",Manchester,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief. / 3714 Careless Driving,-79.9960409452176,40.4350395659105
2022-09-24,19,"5100 Block Hillcrest St Pittsburgh, PA 15224",Garfield,99,9999 9999 - (Misc. Incident): ,-79.9413590665071,40.4686429524699
2022-09-24,17,"1100 Block Paulson Ave Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-79.9058227761067,40.4671214450802
2022-09-24,21,"2500 Block Plainview Ave Pittsburgh, PA 15226",Brookline,99,9994 PFA Service,-80.024314978029,40.3982405354815
2022-09-24,22,"1300 Block Oberlin St Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,ROBBERY,3701 Robbery.,,
2022-09-24,22,"1300 Block Diana St Pittsburgh, PA 15212",Spring Hill-City View,RESIST ARREST/OTHER LAW ENFORC,"5104 Resisting Arrest or Other Law Enforcement. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",,
2022-09-24,22,"Birmingham Brg Pittsburgh, PA 15219",Bluff,MENTAL 201/302,9498 302 (Mental),,
2022-09-25,4,"7300 Block Upland St Pittsburgh, PA 15206",Homewood North,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,,
2022-09-25,6,"900 Block Lessing St Pittsburgh, PA 15205",Crafton Heights,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0474166632566,40.4455868799009
2022-09-16,7,"1000 Block Harker St Pittsburgh, PA 15220",Elliott,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0432214603312,40.4424979264484
2022-09-16,12,"300 Block S Main St Pittsburgh, PA 15220",West End,99,9994 PFA Service,-79.9579476679689,40.4673830136992
2022-09-26,21,"100 Block Reifert St Pittsburgh, PA 15210",Bon Air,MENTAL 201/302,9498 302 (Mental),-79.9981253667769,40.4090812269608
2022-09-27,12,"100 Block Broadcrest Dr Pittsburgh, PA 15235",Lincoln-Lemington-Belmar,99,9993 PFA Service with Weapons Supplement,,
2022-09-27,13,"1600 Block Kiralfy Ave Pittsburgh, PA 15216",Beechview,99,9994 PFA Service,,
2022-09-27,13,"7100 Block Mt Vernon St Pittsburgh, PA 15208",Homewood North,99,9994 PFA Service,-79.8974193659496,40.4618616016294
2022-09-26,18,"5800 Block Elmer St Pittsburgh, PA 15232",Shadyside,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.92958267846,40.4541154913077
2022-09-25,13,"4500 Block Centre Ave Pittsburgh, PA 15213",North Oakland,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9530440466409,40.4513984891143
2022-09-27,16,"700 Block 52nd St Pittsburgh, PA 15201",Upper Lawrenceville,AIDED CASE,9497 Aided Case,-79.9513632301886,40.478225737313
2022-09-27,19,"3000 Block Vensel Way Pittsburgh, PA 15212",Marshall-Shadeland,99,9994 PFA Service,-80.0287559800503,40.4719871300818
2022-09-21,20,"7500 Block Kelly St Pittsburgh, PA 15208",Homewood South,SIMPLE ASSAULT,2701 Simple Assault.,,
2022-09-26,7,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Central Business District,FOUND DRUGS,9017 Found Drugs,-80.0018566639174,40.4380991224729
2022-09-26,8,"600 Block Grant St Pittsburgh, PA 15219",Central Business District,99,8105 CLASS 2 - Bomb Threat,-79.9948560626431,40.4413629674267
2022-09-24,14,"Shady Ave & Forbes Ave Pittsburgh, PA 15217",Squirrel Hill North,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9193628683113,40.4380485614191
